text,intent,labels,ner
why do starving people keep having kids,general_quirky,36,[]
i need you to add this email in my contacts,email_addcontact,24,[]
right response to command.,general_affirm,28,[]
notify me about the meetings over a period of some days,calendar_query,9,[]
friend updates,general_quirky,36,[]
what is the weather like outside,weather_query,104,[]
turn the vacuum on,iot_cleaning,44,[]
fuck off,swearing,89,[]
how much meat should i buy to serve ten people,cooking_recipe,15,"[('ten', 'QUANTITY')]"
open vacuum cleaner,iot_cleaning,44,[]
give me international news,news_query,61,[]
wouldn't mind to choose any one.,general_dontcare,31,[]
what music is playing,music_query,58,[]
Tell me my name,currenthumanquery,20,[]
book a taxi for me,transport_taxi,99,[]
vacuum the kitchen,iot_cleaning,44,[]
save new email addresses to my contacts,email_addcontact,24,[]
what alarms do i have set for today,alarm_query,0,"[('today', 'DATE')]"
explain quantum physics to me in language i understand,general_quirky,36,[]
can i pick up my large order at pizza hut,takeaway_query,92,"[('pizza hut', 'FAC')]"
which book fair events are taking place next week in washington dc,recommendation_events,80,"[('next week', 'DATE'), ('washington dc', 'GPE')]"
hello there,greet_and_general_check_in,40,[]
what is the stock value of google,qa_stock,78,"[('google', 'ORG')]"
book a ticket for me on a train to get to boston tomorrow what is available,transport_ticket,100,"[('boston', 'GPE'), ('tomorrow', 'DATE')]"
i want you check the last thing i said please.,general_confirm,30,[]
is there a connecting train from london to paris and what time,transport_query,98,"[('london', 'GPE'), ('paris', 'GPE')]"
i need a break start it after five minutes,play_audiobook,65,"[('five minutes', 'TIME')]"
start the robot vacuum cleaner now,iot_cleaning,44,[]
play a podcast about latest yoga videos,play_podcasts,70,[]
pull up my cnn app and read it to me,news_query,61,"[('cnn', 'ORG')]"
tell me the exchange rate of ten dollar to euro,qa_currency,74,"[('ten dollar', 'MONEY')]"
dim the lights in my bedroom,iot_hue_lightdim,47,[]
what is the current time in california,datetime_query,22,"[('california', 'GPE')]"
give me the headline news,news_query,61,[]
tell me about my world,tell_me_about,93,[]
how old is brad pitt,qa_factoid,76,"[('brad pitt', 'PERSON')]"
people canceling iowa vacations over congressman's words,news_query,61,"[('iowa', 'LOC')]"
anything is ok with me.,general_dontcare,31,[]
could you rephrase me about your response again please.,general_explain,32,[]
does that restaurant allow call in orders,takeaway_query,92,[]
i want to listen some music play a radio station,play_radio,71,[]
show me the demographic growth rate of switzerland in the last ten years,qa_factoid,76,"[('switzerland', 'GPE'), ('the last ten years', 'DATE')]"
i want to see the previous episode,play_podcasts,70,[]
is there a contact named allen in my list,email_querycontact,26,"[('allen', 'PERSON')]"
tell funny things,general_joke,33,[]
any activity in the area,recommendation_events,80,[]
what is the plot of the most recent will smith movie,qa_factoid,76,"[('will smith', 'PERSON')]"
add the new email to my contacts,email_addcontact,24,[]
please help serve me coffee with a no sugar,iot_coffee,45,[]
turn on my wemo socket,iot_wemo_on,52,[]
let's play workout playlist,play_music,68,[]
nearest restaurants available at this time,recommendation_locations,81,[]
i don't really mind for anything.,general_dontcare,31,[]
where i can find a bakery,recommendation_locations,81,[]
pick up we left off on battle royale,play_audiobook,65,"[('battle royale', 'WORK_OF_ART')]"
cancel all meetings for today,calendar_remove,10,"[('today', 'DATE')]"
play the newest morning show podcast,play_podcasts,70,[]
seems like the response was not correct.,general_negate,34,[]
how is my commute,transport_traffic,101,[]
yeah you've got that perfectly.,general_affirm,28,[]
tell me the recipe for yellow rice,cooking_recipe,15,[]
you have done it perfectly.,general_affirm,28,[]
what is six times sixty eight,qa_maths,77,"[('six', 'CARDINAL'), ('sixty eight', 'CARDINAL')]"
get me tom's number,email_querycontact,26,"[('tom', 'PERSON')]"
how many shares of apple can i get for,qa_stock,78,[]
can you find the dave ramsey podcast that aired earlier today,play_podcasts,70,"[('dave ramsey', 'PERSON'), ('earlier today', 'TIME')]"
give me some funny facebook posts,social_query,88,[]
switch light to lowest level in dining area,iot_hue_lightdim,47,[]
can you turn the volume up,audio_volume_up,8,[]
find me the smallest coffee shop in new orleans,recommendation_locations,81,"[('new orleans', 'GPE')]"
turn up lights,iot_hue_lightup,50,[]
Shut up,shutup,86,[]
how is iron made,qa_factoid,76,[]
i'd like you just cancel.,general_commandstop,29,[]
turn down the sound,audio_volume_down,6,[]
turn coffee maker on,iot_coffee,45,[]
make the light more brighter,iot_hue_lightup,50,[]
"stop, i think that's not the correct command.",general_negate,34,[]
which contact haven't i called in twelve months,email_querycontact,26,"[('twelve months', 'DATE')]"
please explain me more on what you've just said.,general_explain,32,[]
complaint on service provider on my twitter,social_post,87,[]
please find out of charley's steakhouse delivers,takeaway_query,92,"[(""charley's steakhouse"", 'ORG')]"
yes fantastic response.,general_affirm,28,[]
i want to buy a train ticket tomorrow for boston to new york,transport_ticket,100,"[('tomorrow', 'DATE'), ('boston', 'GPE'), ('new york', 'GPE')]"
would you do it again please.,general_repeat,37,[]
i'm into music,music_likeness,57,[]
what are departure arrival times for this train,transport_query,98,[]
don't really care.,general_dontcare,31,[]
is it going to be cloudy in london during the weekend,weather_query,104,"[('london', 'GPE'), ('the weekend', 'DATE')]"
give me the weather for merced at three pm,weather_query,104,"[('three pm', 'TIME')]"
playback tom clancy splinter cell,play_audiobook,65,"[('tom clancy', 'PERSON')]"
what are they saying about donald trump on this topic,news_query,61,"[('donald trump', 'PERSON')]"
now i need to write an email to my colleague,email_sendemail,27,[]
i am going to chinatown in half an hour book an uber for me,transport_taxi,99,"[('chinatown', 'GPE'), ('half an hour', 'TIME')]"
got the answer exactly.,general_affirm,28,[]
what bands are playing in town this weekend,recommendation_events,80,"[('this weekend', 'DATE')]"
will you further elaborate me on it please.,general_explain,32,[]
give me my social media update,social_query,88,[]
start the vacuum for me,iot_cleaning,44,[]
start the league of legends game,play_game,66,[]
is there any chances of rain this week,weather_query,104,"[('this week', 'DATE')]"
play mario,play_games,67,"[('mario', 'PERSON')]"
ask a restaurant in me area,recommendation_locations,81,[]
wake me up at time,alarm_set,2,[]
change lights to red,iot_hue_lightchange,46,[]
can you make dinner for me,general_quirky,36,[]
what alarms do i have,alarm_query,0,[]
add car service to my list of things to do today,lists_createoradd,54,"[('today', 'DATE')]"
open website instagram.com,open_website,63,[]
please activate my coffee pot for me,iot_coffee,45,[]
longest river in the world,qa_factoid,76,[]
call me an uber to the movie theater,transport_taxi,99,[]
please create a list of due payment those who not received more then ten months,lists_createoradd,54,"[('more then ten months', 'DATE')]"
please decrease the volume of music player,audio_volume_down,6,[]
"i wouldn't really care, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
did i remember to set a reminder alarm for my next doctor's appointment,alarm_query,0,[]
did you get the last thing said correctly?,general_confirm,30,[]
do i need to wear a coat today,weather_query,104,[]
switch off the master's bedroom,iot_hue_lightoff,48,[]
give me the most recent stuff you have angelina jolie,general_quirky,36,"[('angelina jolie', 'PERSON')]"
set notification from world news,news_query,61,"[('world news', 'ORG')]"
"well done, thank you so much.",general_praise,35,[]
more light please,iot_hue_lightup,50,[]
shall we play a game,play_game,66,[]
increase volume by one,audio_volume_up,8,"[('one', 'CARDINAL')]"
add mop to hardware store list,lists_createoradd,54,[]
get news about new foreign policy,news_query,61,[]
turn on kitchen light,iot_wemo_on,52,[]
i did not say it.,general_negate,34,[]
continue playing where i left off,play_audiobook,65,[]
turn off the fan,iot_wemo_off,51,[]
open podcast player,play_podcasts,70,[]
could you please shut up.,general_commandstop,29,[]
book a taxi at my home address for right now,transport_taxi,99,[]
would you please check it.,general_confirm,30,[]
show me the alarms i set,alarm_query,0,[]
play latest reason podcast,play_podcasts,70,[]
"i would not mind for any one, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
good evening,goodbye,38,"[('evening', 'TIME')]"
play pacman game with me,play_games,67,[]
read out my shopping list for today,lists_query,55,"[('today', 'DATE')]"
i am bored what can i do today with my friends,i_am_bored,43,"[('today', 'DATE')]"
add new email address,email_addcontact,24,[]
adjust the light,iot_hue_lightchange,46,[]
i want to play the audiobook good grief,play_audiobook,65,[]
i think incorrect.,general_negate,34,[]
what is two plus two,qa_maths,77,"[('two', 'CARDINAL'), ('two', 'CARDINAL')]"
"Thank you, goodbye",courtesygoodbye,16,[]
taxi uber,transport_taxi,99,[]
what song is playing on windows media player,music_query,58,"[('windows', 'ORG')]"
i need a place that will deliver pizza to me in benton ar,recommendation_locations,81,"[('benton ar', 'GPE')]"
skip forward,play_podcasts,70,[]
make a meeting with friend,calendar_set,11,[]
convert one us dollar to british pound,qa_currency,74,"[('one us dollar', 'MONEY'), ('british', 'NORP')]"
can you do name that tune,play_game,66,[]
delete my alarm for eight am,alarm_remove,1,"[('eight am', 'TIME')]"
find food and order,takeaway_order,91,[]
"oops, you did not get me.",general_negate,34,[]
whatever is good.,general_dontcare,31,[]
what's the name of the piece you are playing,music_query,58,[]
i find rap music really enjoyable,music_likeness,57,[]
please remove the grocery list from my set of lists,lists_remove,56,[]
play only particular singer songs,music_settings,59,[]
play my favorite radio station,play_radio,71,[]
i want to listen to classical music,play_music,68,[]
define cpu,qa_definition,75,[]
do i have a new email from sandy,email_query,25,"[('sandy', 'PERSON')]"
who has written to me or mentioned me in social media,social_query,88,[]
how often does the train arrive and depart from penn station,transport_query,98,"[('penn station', 'FAC')]"
tell me the artist of this song,music_query,58,[]
pick up wuthering heights where we left off,play_audiobook,65,[]
play the radio station rock one hundred and eight,play_radio,71,"[('rock one hundred and eight', 'ORG')]"
quiet mode on until i am home from work,audio_volume_mute,7,[]
what happened last week,news_query,61,"[('last week', 'DATE')]"
and the light began,iot_hue_lighton,49,[]
please clean my calendar,calendar_remove,10,[]
change the color of my porch lights to green,iot_hue_lightchange,46,[]
do not make any noise until morning alarm,audio_volume_mute,7,[]
what movie do you recommend tonight,recommendation_movies,82,"[('tonight', 'TIME')]"
wake me up at ten,alarm_set,2,"[('ten', 'TIME')]"
switch on smart plug,iot_wemo_on,52,[]
what happens on the fourth of july,recommendation_events,80,"[('the fourth of july', 'DATE')]"
That's helpful,thanks,96,[]
hey i'd like you to order burger,takeaway_order,91,[]
i need a train ticket traveling to new york in may,transport_ticket,100,"[('new york', 'GPE'), ('may', 'DATE')]"
what all lists are available,lists_query,55,[]
reach by mail to my family,email_sendemail,27,[]
you've understood my instructions exactly.,general_affirm,28,[]
hoover the hallway,iot_cleaning,44,[]
the latest climate and weather news,news_query,61,[]
add new songs to playlist,lists_createoradd,54,[]
how would you describe a ball,qa_definition,75,[]
post a tweet as follows very bad follow up by abc company not satisfied in my account,social_post,87,"[('abc company', 'ORG')]"
play snake with me,play_game,66,[]
let's try it again.,general_repeat,37,[]
darken,iot_hue_lightdim,47,[]
inform about latest scheduled events near my location,recommendation_events,80,[]
show me the latest emails from amazon,email_query,25,"[('amazon', 'ORG')]"
can you confirm instruction.,general_confirm,30,[]
list all the lists on this device,lists_query,55,[]
please recommend a restaurant in seattle,recommendation_locations,81,"[('seattle', 'GPE')]"
put working out on my calendar for eight am every day this week,calendar_set,11,"[('eight am', 'TIME'), ('every day', 'DATE')]"
what is the departure time for the next train leaving new york city,transport_query,98,"[('new york city', 'GPE')]"
please turn up the light a little,iot_hue_lightup,50,[]
"that's cool, thank you very much, olly.",general_praise,35,"[('olly', 'PERSON')]"
will the weather be bad on sunday,weather_query,104,"[('sunday', 'DATE')]"
how many pounds would i get for dollars,qa_currency,74,[]
remind me that i like that song,music_likeness,57,[]
set my alarm for six am tomorrow,alarm_set,2,"[('six am', 'TIME'), ('tomorrow', 'DATE')]"
what do i have scheduled on july seventh,calendar_query,9,"[('july seventh', 'DATE')]"
delete shopping from my list,lists_remove,56,[]
post the following as a status on facebook,social_post,87,[]
can you play my latest audio book,play_audiobook,65,[]
order a large pepperoni pizza from dominos to go,takeaway_order,91,"[('dominos', 'ORG')]"
what is the latest news on sprint,news_query,61,"[('sprint', 'ORG')]"
how many likes does my last instagram photo have,social_query,88,[]
check internet speed,check_internet_speed,12,[]
what is on my alarm schedule,alarm_query,0,[]
where was steve jobs born,qa_factoid,76,"[('steve jobs', 'PERSON')]"
switch to night light setting,iot_hue_lightchange,46,[]
that doesn't really matter.,general_dontcare,31,[]
"that's enough, stop.",general_commandstop,29,[]
change the light color to black light,iot_hue_lightchange,46,[]
is it going to be windy on saturday in denver,weather_query,104,"[('saturday', 'DATE'), ('denver', 'GPE')]"
i do not think that was correct.,general_negate,34,[]
do i have any alarms set for six am tomorrow,alarm_query,0,"[('six am', 'TIME'), ('tomorrow', 'DATE')]"
add the song to my favorites,music_likeness,57,[]
olly what songs have i listened to at least ten times,music_query,58,"[('at least ten', 'CARDINAL')]"
play uno together,play_game,66,[]
order me chinese food,takeaway_order,91,"[('chinese', 'NORP')]"
yes amazing response.,general_affirm,28,[]
reply to erins email by saying i will be on time,email_sendemail,27,"[('erins', 'PERSON')]"
wake me up at five am this week,alarm_set,2,"[('five am', 'TIME'), ('this week', 'DATE')]"
is there any rains predicted for bangalore today,weather_query,104,"[('bangalore', 'GPE'), ('today', 'DATE')]"
iphone,news_query,61,[]
can you book an uber tomorrow,transport_taxi,99,"[('tomorrow', 'DATE')]"
what rihanna is doing,general_quirky,36,"[('rihanna', 'PERSON')]"
do i have a meeting today,calendar_query,9,"[('today', 'DATE')]"
is bills house number in my contacts,email_querycontact,26,[]
show times for nearest theater,recommendation_movies,82,[]
what highly rated movies are playing this weekend,recommendation_movies,82,"[('this weekend', 'DATE')]"
give me the definition of carion,qa_definition,75,[]
i have already given mark his gift today please remove him on my christmas gift list,lists_remove,56,"[('mark', 'PERSON'), ('today', 'DATE'), ('christmas', 'DATE')]"
is there traffic,transport_traffic,101,[]
find me a good wine shop that stock old wines like older than ten years navigate me to that shop,general_quirky,36,"[('older than ten years', 'DATE')]"
have i gotten any new emails from mary,email_query,25,"[('mary', 'PERSON')]"
tune into the joe rogan show in ten minutes,play_radio,71,"[('joe rogan', 'PERSON'), ('ten minutes', 'TIME')]"
let's play space invaders together,play_game,66,[]
read me new emails,email_query,25,[]
could you get john's email address for me,email_querycontact,26,"[('john', 'PERSON')]"
complaint to dept for food quality,social_post,87,"[('dept', 'ORG')]"
should i take my raincoat with me now,weather_query,104,[]
can you turn off kitchen light for me,iot_hue_lightoff,48,[]
will the restaurant deliver the order,takeaway_query,92,[]
did i get any replies from jan,email_query,25,"[('jan', 'PERSON')]"
do i have anything lists made for christmas shopping,lists_query,55,"[('christmas', 'DATE')]"
play next episode on podcast,play_podcasts,70,[]
what is the current time in london,datetime_query,22,"[('london', 'GPE')]"
what will be the highest temperature in coming week,weather_query,104,"[('coming week', 'DATE')]"
define swerving,qa_definition,75,[]
i want to listen to the radio,play_radio,71,[]
the current news,news_query,61,[]
set an alarm for next tuesdays meeting,alarm_set,2,"[('tuesdays', 'DATE')]"
begin a new list,lists_createoradd,54,[]
check any mail from amazon,email_query,25,"[('amazon', 'ORG')]"
twat,swearing,89,[]
delete all lists,lists_remove,56,[]
set lights brightness higher,iot_hue_lightup,50,[]
could you please check the detail.,general_confirm,30,[]
i want to finally read the mars trilogy,play_audiobook,65,"[('the mars trilogy', 'WORK_OF_ART')]"
i want you to book a train ticket for me,transport_ticket,100,[]
whats a silly joke you know,general_joke,33,[]
change this time to ist,datetime_convert,21,"[('ist', 'ORG')]"
what did apple stock close at yesterday,qa_stock,78,"[('yesterday', 'DATE')]"
turn off smart socket,iot_wemo_off,51,[]
enable cleaner robot,iot_cleaning,44,[]
i'm hungry show me some takeaway food,takeaway_order,91,[]
how is the current traffic between,transport_traffic,101,[]
olly that's all.,general_commandstop,29,[]
turn the lights blue,iot_hue_lightchange,46,[]
i want to hear play that funky music,play_music,68,[]
turn on spotify shuffle,music_settings,59,"[('spotify shuffle', 'PRODUCT')]"
alarm set,alarm_set,2,[]
good restaurants,general_quirky,36,[]
would you shut off please.,general_commandstop,29,[]
can you tell me the contact information of jo,email_querycontact,26,"[('jo', 'PERSON')]"
what is the definition of forensic,qa_definition,75,[]
what is the weather in utah,weather_query,104,"[('utah', 'GPE')]"
its dark in here mind turning up the light intensity,iot_hue_lightup,50,[]
turn the volume down,audio_volume_down,6,[]
i am sorry but it's not the right answer.,general_negate,34,[]
what news updates are there from news express,news_query,61,"[('news express', 'ORG')]"
Wasn't for you,nottalking2u,62,[]
please search for this word,qa_definition,75,[]
what is the time difference between central and eastern,datetime_convert,21,[]
Adios,goodbye,38,[]
is swat a good movie,recommendation_movies,82,"[('swat', 'WORK_OF_ART')]"
"hmm, you've done this all in wrong manner.",general_negate,34,[]
"s1, again clarify your answers please.",general_explain,32,[]
please confirm last thing said.,general_confirm,30,[]
what's on my todo list,lists_query,55,[]
do i have the address for the apple store in my contacts,email_querycontact,26,"[('the apple store', 'FAC')]"
"that's good one, olly.",general_praise,35,"[('olly', 'PERSON')]"
tell me current time,datetime_query,22,[]
is the largest ocean in the world the pacific,qa_factoid,76,"[('pacific', 'LOC')]"
find me a taxi,transport_taxi,99,[]
reset the alarm,alarm_remove,1,[]
new item for list,lists_createoradd,54,[]
i want the smart socket off now,iot_wemo_off,51,[]
how about playing a game of guess the word i'm thinking of,play_game,66,[]
book a taxi to go to the movies at one,transport_taxi,99,"[('one', 'CARDINAL')]"
where is a great pub,recommendation_locations,81,[]
"olly that is all, just cancel.",general_commandstop,29,[]
when will my food be ready,takeaway_query,92,[]
search for gluten free menus,cooking_recipe,15,[]
"hmm, i did not ask for this response.",general_negate,34,[]
Genious,clever,13,[]
has wendy posted on facebook,social_query,88,"[('wendy', 'PERSON')]"
play any country music station,play_radio,71,[]
how's the weather today,weather_query,104,"[('today', 'DATE')]"
queue up ymca,play_music,68,[]
next alarm,alarm_query,0,[]
latest updates,news_query,61,[]
rephrase me about what you've said further please.,general_explain,32,[]
move forward to the next episode,play_podcasts,70,[]
turn off bedroom fan,iot_wemo_off,51,[]
create new list for baby names,lists_createoradd,54,[]
where can i shop as a local tourist,recommendation_locations,81,[]
i challenge you to a game,play_game,66,[]
please check my last question.,general_confirm,30,[]
what is the current stock rate of facebook,qa_stock,78,"[('facebook', 'ORG')]"
cancel my meeting tomorrow,calendar_remove,10,"[('tomorrow', 'DATE')]"
include an item to a list,lists_createoradd,54,[]
play from smashing pumpkins,play_music,68,[]
save this songs genre for me,music_likeness,57,[]
any alarms currently listed,alarm_query,0,[]
please keep quiet for the next hour,audio_volume_mute,7,"[('the next hour', 'TIME')]"
set an alarm for two hours from now please,alarm_set,2,"[('two hours from now', 'TIME')]"
thanks but it is not correct command.,general_negate,34,[]
when does iphone stock usually drop,qa_stock,78,"[('iphone', 'ORG')]"
got it exactly.,general_affirm,28,[]
what time is it in mountain time zone,datetime_query,22,[]
can you please order me some mcdonalds,takeaway_order,91,"[('mcdonalds', 'PRODUCT')]"
hey there,greet_and_general_check_in,40,[]
please provide world hot news,news_query,61,[]
what meetings are available in march,calendar_query,9,"[('march', 'DATE')]"
can you give me the time in new delhi,datetime_query,22,"[('new delhi', 'GPE')]"
screen shot of <name>,take_screenshot,90,[]
i want exact time in washington right now,datetime_query,22,"[('washington', 'GPE')]"
play lady now,play_music,68,[]
it's not the correct command.,general_negate,34,[]
it has a meaning of rhythm,general_quirky,36,[]
train departure,transport_query,98,[]
what's next song on my playlist,music_query,58,[]
temperature this hour,weather_query,104,"[('this hour', 'TIME')]"
show current news from bbc,news_query,61,"[('bbc', 'ORG')]"
whats online,social_query,88,[]
start chapter five of physics for future presidents,play_audiobook,65,"[('five', 'CARDINAL')]"
what list do i have,lists_query,55,[]
what are the estimated temperatures this afternoon,weather_query,104,"[('this afternoon', 'TIME')]"
show me my social media notifications,social_query,88,[]
it's eight fifty five here what time is it in england,datetime_convert,21,"[('eight fifty five', 'TIME'), ('england', 'GPE')]"
play candy crush with me,play_game,66,[]
email mahmoud,email_sendemail,27,"[('mahmoud', 'PERSON')]"
play anything by cat stevens and i'll be happy,play_music,68,"[('cat stevens', 'PERSON')]"
clear my schedule for today,calendar_remove,10,"[('today', 'DATE')]"
"you rock, i appreciate it.",general_praise,35,[]
what is the current central time,datetime_query,22,[]
it is nine here what time is it in california,datetime_convert,21,"[('nine', 'TIME'), ('california', 'GPE')]"
what clothing shops are close to my current location,recommendation_locations,81,[]
get me new definition,qa_definition,75,[]
order one pizza from pizza hut,takeaway_order,91,"[('one', 'CARDINAL'), ('pizza hut', 'FAC')]"
do i have new likes,social_query,88,[]
i need an alarm for sunday at eight am can you please set one for me,alarm_set,2,"[('sunday', 'DATE'), ('eight am', 'TIME')]"
i want to hear chopin now,play_music,68,"[('chopin', 'PERSON')]"
stop and start over.,general_repeat,37,[]
initiate the music on the electronic playlist,play_music,68,[]
activate robot vacuum,iot_cleaning,44,[]
please check exchange rates,qa_currency,74,[]
start the coffee machine,iot_coffee,45,[]
send an uber to me right now,transport_taxi,99,[]
recipes,cooking_recipe,15,[]
please make arrangements to make the hall so brighter,iot_hue_lightup,50,[]
please shut off the kitchen lights,iot_hue_lightoff,48,[]
add this email address to my contacts and send an email to,email_addcontact,24,[]
place an order for a pepperoni pizza at papa johns,takeaway_order,91,"[('papa johns', 'ORG')]"
will you please turn the lights off,iot_hue_lightoff,48,[]
give me directions to get from here to crescent city brewhouse in new orleans,transport_query,98,"[('crescent city brewhouse', 'FAC'), ('new orleans', 'GPE')]"
resume the reading of the french lesson,play_audiobook,65,"[('french', 'LANGUAGE')]"
have there been updates on abortion law,news_query,61,[]
any farm markets around with local products,recommendation_locations,81,[]
please make a list of thing i have to shop tomorrow,lists_createoradd,54,"[('tomorrow', 'DATE')]"
what are the climatic conditions in that area,qa_factoid,76,[]
who was john dillinger,qa_factoid,76,"[('john dillinger', 'PERSON')]"
how do i reach sarah,email_querycontact,26,"[('sarah', 'PERSON')]"
delete my groceries list,lists_remove,56,[]
what's going on at the capitol,news_query,61,[]
start roomba,iot_cleaning,44,"[('roomba', 'PERSON')]"
exchange rates between dollar and euro,qa_currency,74,[]
email me the lyrics to this song,music_query,58,[]
power on wemo,iot_wemo_on,52,"[('wemo', 'PRODUCT')]"
find me a description of morel mushrooms,qa_definition,75,[]
delete an item,lists_remove,56,[]
is there any post from my friend mike in facebook,social_query,88,"[('mike', 'PERSON')]"
play fault in our stars on audible,play_audiobook,65,[]
open the radio app,play_radio,71,[]
are there any good social events happening in my area,recommendation_events,80,[]
please play this game,play_game,66,[]
latest news update,news_query,61,[]
i like jazz,music_likeness,57,[]
remove noodles from the list,lists_remove,56,[]
i am sorry but this was not the right command.,general_negate,34,[]
do i have any meetings on friday's afternoon,calendar_query,9,"[('friday', 'DATE')]"
format data from calendar,calendar_remove,10,[]
i am not clear about your words.,general_explain,32,[]
notify me an hour before my two pm appointment at the car dealership,calendar_set,11,"[('an hour', 'TIME'), ('two pm', 'TIME')]"
hey what does incite mean,qa_definition,75,[]
erase my whole calendar,calendar_remove,10,[]
inform me about the most popular rom com movie playing now in theatres across new york,recommendation_movies,82,"[('new york', 'GPE')]"
what kind of music am i into,music_query,58,[]
do you hear songs of arrahman music,music_query,58,"[('arrahman', 'PERSON')]"
i would like to order some takeout,takeaway_order,91,[]
tell me good news,tell_me_news,95,[]
book a taxi for pickup at my current location in one hour's time,transport_taxi,99,"[(""one hour's"", 'TIME')]"
can you turn off the lights,iot_hue_lightoff,48,[]
how me the time now in boston,datetime_query,22,"[('boston', 'GPE')]"
delete all events in calendar,calendar_remove,10,[]
where to buy cannon cameras,recommendation_locations,81,[]
hi google play me playlist wacky in my gaana application,play_music,68,"[('gaana', 'ORG')]"
i want some coffee,iot_coffee,45,[]
pull up all emails sent to me from amazon,email_query,25,"[('amazon', 'ORG')]"
what time is set for my wake up alarm,alarm_query,0,[]
find a pizza restaurant open until noon,takeaway_query,92,"[('noon', 'TIME')]"
is trump tweeting today,social_query,88,"[('trump', 'PERSON'), ('today', 'DATE')]"
how much is an euro worth,qa_currency,74,"[('an euro', 'MONEY')]"
jump to the next podcast,play_podcasts,70,[]
be quiet,audio_volume_mute,7,[]
play the song for me,play_music,68,[]
set an alarm for ten o'clock tomorrow morning,alarm_set,2,"[(""ten o'clock tomorrow morning"", 'TIME')]"
can you give me the latest sports news,news_query,61,[]
turn the volume up,audio_volume_up,8,[]
when indianapolis express will reach indiana,transport_query,98,"[('indianapolis express', 'ORG'), ('indiana', 'GPE')]"
send a tweet to amazon customer service that the package was delivered late,social_post,87,"[('amazon', 'ORG')]"
tweet i'm complaining about to consumer service,social_post,87,[]
what is mary s.'s phone number,email_querycontact,26,"[(""mary s.'s"", 'PERSON')]"
remind me at the start of each month,calendar_set,11,"[('the start of each month', 'DATE')]"
overhead lights on please,iot_hue_lighton,49,[]
please once again rephrase me about what you have said.,general_explain,32,[]
set up a train ticket for next week friday,transport_ticket,100,"[('next week friday', 'DATE')]"
tell me what's on my shopping list,lists_query,55,[]
please increase the light of table lamp,iot_hue_lightup,50,[]
what's the date is currently,datetime_query,22,[]
screen shot,take_screenshot,90,[]
do you want to play,play_game,66,[]
search schedules for this week,calendar_query,9,"[('this week', 'DATE')]"
let's play chess,play_game,66,[]
that is unimportant.,general_dontcare,31,[]
are the streets congested right now,transport_traffic,101,[]
i need a good joke,general_joke,33,[]
what's playing at brea plaza five,recommendation_movies,82,"[('brea plaza five', 'FAC')]"
raise the volume of the speakers,audio_volume_up,8,[]
what is the total of 500 and 23,qa_maths,77,"[('500', 'CARDINAL'), ('23', 'CARDINAL')]"
fb stocks,qa_stock,78,[]
power off on,iot_wemo_off,51,[]
are there any good movies running in nearby theaters,recommendation_movies,82,[]
when is the next train leaving for austin,transport_query,98,"[('austin', 'GPE')]"
"dammit, it isn't what i am looking for.",general_negate,34,[]
coffee make now,iot_coffee,45,[]
i need to add a new email to my contacts,email_sendemail,27,[]
play me harry potter from the place i last stopped listening on,play_audiobook,65,"[('harry potter', 'PERSON')]"
post i am happy to facebook,social_post,87,[]
give me the time in london,datetime_query,22,"[('london', 'GPE')]"
how is the news in ireland,news_query,61,"[('ireland', 'GPE')]"
get me latest updates from facebook,social_query,88,"[('facebook', 'ORG')]"
what music is being played right now,music_query,58,[]
play baseball with me,play_games,67,[]
please advise what the current news is on fox news,news_query,61,"[('fox news', 'ORG')]"
please turn off right side of light,iot_hue_lightoff,48,[]
that was incorrect let's try again.,general_negate,34,[]
is my order ready,takeaway_query,92,[]
can i get a train ticket to chicago for next saturday around noon,transport_query,98,"[('chicago', 'GPE'), ('next saturday', 'DATE'), ('around noon', 'TIME')]"
hey read any email to me,email_query,25,[]
start creating a new list,lists_createoradd,54,[]
please help me turn on the robot vacuum cleaner,iot_cleaning,44,[]
tweet verizon customer service,social_post,87,"[('verizon', 'ORG')]"
lets play battleship,play_game,66,[]
play the next podcast episode,play_podcasts,70,[]
do not mind to select any one.,general_dontcare,31,[]
turn off the sounds,audio_volume_mute,7,[]
check to see if my mom sent me any emails,email_query,25,[]
will arby's offer takeaway,takeaway_query,92,"[('arby', 'ORG')]"
what is john smith's home phone number,email_querycontact,26,"[(""john smith's"", 'PERSON')]"
can you confirm what just said please.,general_confirm,30,[]
is it colder than yesterday,weather_query,104,"[('yesterday', 'DATE')]"
how do you feel after hearing justin bieber's new album,music_query,58,"[(""justin bieber's"", 'PERSON')]"
evaporated,cooking_recipe,15,[]
skip to next nyt podcast,play_podcasts,70,"[('next nyt podcast', 'WORK_OF_ART')]"
lower volume,audio_volume_down,6,[]
the location is my office,calendar_set,11,[]
how much is one serving of broccoli,cooking_recipe,15,"[('one', 'CARDINAL')]"
directions to sainsburys,transport_query,98,"[('sainsburys', 'GPE')]"
how many cups of sugar in texas sheet cake frosting,cooking_recipe,15,"[('texas', 'GPE')]"
resume audiobook playback,play_audiobook,65,[]
book a taxi to the airport,transport_taxi,99,[]
it seems like olly's command was not right.,general_negate,34,"[('olly', 'PERSON')]"
buy an acela train ticket on thursday,transport_ticket,100,"[('acela', 'GPE'), ('thursday', 'DATE')]"
